loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,is_default,grade_encoded,emp_length_num,fico_score,purpose_debt_consolidation,purpose_home_improvement,purpose_major_purchase,purpose_other,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,term_ 60 months
28419,28419, 60 months,25.23,1133.39,C,C5,< 1 year,MORTGAGE,79313.50668618381,Not Verified,Does not meet the credit policy. Status:Charged Off,credit_card,7.719953770653067,0,616,620,24,0,8499,11.1,43,w,Individual,1,0.0,1,3,0,618.0,False,False,False,False,True,False,False,False,False,True
27403,27403, 36 months,24.52,1082.59,G,G4,5 years,MORTGAGE,131055.71357742578,Verified,Charged Off,home_improvement,25.594726679389403,0,725,729,21,0,2568,84.5,27,f,Individual,2,0.0,1,7,5,727.0,False,True,False,False,True,False,False,False,True,False
23141,23141, 36 months,10.38,750.83,A,A1,4 years,MORTGAGE,145288.4150996196,Source Verified,Does not meet the credit policy. Status:Charged Off,other,8.26970341371257,0,681,685,11,0,47678,50.7,22,f,Individual,4,0.0,1,1,4,683.0,False,False,False,True,True,False,False,True,False,False
19820,19820, 36 months,22.89,766.09,C,C5,1 year,RENT,72148.1078616722,Source Verified,Default,home_improvement,36.95974613008998,0,639,643,10,0,18229,35.2,25,f,Individual,2,0.0,1,3,1,641.0,False,True,False,False,False,False,True,True,False,False
11374,11374, 36 months,25.0,452.23,C,C1,8 years,OWN,67142.80127696363,Not Verified,Charged Off,credit_card,26.733960719121725,0,703,707,10,0,38044,75.1,23,f,Individual,4,0.0,1,3,8,705.0,False,False,False,False,False,True,False,False,False,False
6678,6678, 36 months,13.65,227.1,E,E1,7 years,OWN,37038.284905563545,Verified,Charged Off,home_improvement,39.659864929136525,1,781,785,13,0,29964,15.1,21,f,Individual,1,1.0,1,5,7,783.0,False,True,False,False,False,True,False,False,True,False
38827,38827, 36 months,9.32,1240.48,C,C4,5 years,RENT,54265.05964526666,Verified,Charged Off,other,13.597825342071188,1,727,731,7,0,38653,47.6,21,w,Individual,3,1.0,1,3,5,729.0,False,False,False,True,False,False,True,False,True,False
21198,21198, 60 months,5.07,635.99,C,C3,6 years,OWN,47672.80370838634,Verified,Fully Paid,debt_consolidation,28.78601973529731,0,781,785,21,0,18628,54.4,26,f,Individual,2,0.0,0,3,6,783.0,True,False,False,False,False,True,False,False,True,True
14914,14914, 36 months,16.27,526.32,C,C5,< 1 year,OWN,97522.71357861249,Verified,Does not meet the credit policy. Status:Charged Off,other,38.755049591380505,3,755,759,22,0,38505,74.8,41,w,Individual,1,1.0,1,3,0,757.0,False,False,False,True,False,True,False,False,True,False
32890,32890, 60 months,13.81,1121.07,B,B2,2 years,RENT,69819.07384369406,Not Verified,Fully Paid,debt_consolidation,15.450239250908734,0,799,803,13,0,1915,38.3,29,w,Individual,1,0.0,0,2,2,801.0,True,False,False,False,False,False,True,False,False,True
27299,27299, 36 months,18.87,998.88,A,A3,,MORTGAGE,36644.85746030688,Source Verified,Fully Paid,credit_card,8.371292697153274,0,777,781,23,0,24556,81.9,39,w,Individual,0,0.0,0,1,0,779.0,False,False,False,False,True,False,False,True,False,False
7693,7693, 36 months,9.7,247.15,B,B2,10+ years,MORTGAGE,39307.03898274699,Source Verified,Fully Paid,major_purchase,27.189180185255932,0,617,621,22,0,17858,67.8,24,f,Individual,0,0.0,0,2,10,619.0,False,False,True,False,True,False,False,True,False,False
34467,34467, 36 months,26.49,1397.71,A,A4,6 years,OWN,214478.4355639016,Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,17.813470836787552,0,740,744,6,0,25401,74.4,23,f,Individual,1,0.0,1,1,6,742.0,False,True,False,False,False,True,False,False,True,False
34723,34723, 36 months,11.44,1144.04,C,C5,< 1 year,RENT,48323.45683903182,Not Verified,Fully Paid,major_purchase,14.557017179854537,0,760,764,20,0,15028,92.2,25,w,Individual,4,0.0,0,3,0,762.0,False,False,True,False,False,False,True,False,False,False
8627,8627, 60 months,10.66,281.05,B,B4,10+ years,RENT,83998.71598589681,Source Verified,Default,other,39.77556777601938,1,742,746,4,0,6589,81.0,8,w,Individual,3,0.0,1,2,10,744.0,False,False,False,True,False,False,True,True,False,True
30939,30939, 36 months,17.02,1103.37,C,C2,3 years,MORTGAGE,60541.50168310832,Verified,Fully Paid,debt_consolidation,31.39382676361624,0,765,769,11,0,22708,36.2,17,w,Individual,0,0.0,0,3,3,767.0,True,False,False,False,True,False,False,False,True,False
26834,26834, 36 months,17.47,962.99,A,A1,4 years,MORTGAGE,52856.07192522012,Verified,Default,other,21.98881215543532,0,605,609,20,0,39667,63.1,23,f,Individual,4,0.0,1,1,4,607.0,False,False,False,True,True,False,False,False,True,False
23047,23047, 36 months,10.38,747.78,F,F4,6 years,MORTGAGE,107604.96743739975,Not Verified,Fully Paid,other,6.750118908403814,0,644,648,7,0,42401,83.2,18,w,Individual,1,0.0,0,6,6,646.0,False,False,False,True,True,False,False,False,False,False
31105,31105, 60 months,11.8,1030.16,E,E5,5 years,MORTGAGE,47698.4544000885,Not Verified,Fully Paid,credit_card,11.70654871298564,1,786,790,5,1,17355,52.3,15,f,Individual,0,0.0,0,5,5,788.0,False,False,False,False,True,False,False,False,False,True
15230,15230, 36 months,9.24,486.01,B,B4,7 years,OWN,51483.37749080633,Not Verified,Fully Paid,other,15.457244884554154,3,697,701,20,0,9134,66.5,33,w,Individual,4,0.0,0,2,7,699.0,False,False,False,True,False,True,False,False,False,False
20707,20707, 60 months,22.96,801.13,B,B3,2 years,MORTGAGE,119065.0347576634,Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,22.05188105481998,0,718,722,5,0,32783,20.5,20,w,Individual,4,0.0,1,2,2,720.0,False,True,False,False,True,False,False,False,True,True
26976,26976, 36 months,24.25,1061.89,C,C4,8 years,RENT,49397.2356857485,Not Verified,Does not meet the credit policy. Status:Charged Off,credit_card,22.403744454773584,2,677,681,4,0,19788,78.4,20,f,Joint App,3,0.0,1,3,8,679.0,False,False,False,False,False,False,True,False,False,False
28776,28776, 36 months,16.56,1019.65,A,A2,9 years,MORTGAGE,29642.66578395469,Verified,Fully Paid,major_purchase,5.8656677128145365,0,647,651,8,0,30829,73.2,10,f,Individual,2,0.0,0,1,9,649.0,False,False,True,False,True,False,False,False,True,False
35080,35080, 36 months,22.85,1355.2,B,B4,4 years,MORTGAGE,34066.79891189003,Source Verified,Charged Off,other,38.017469450594106,0,710,714,9,0,42156,85.0,26,w,Individual,0,0.0,1,2,4,712.0,False,False,False,True,True,False,False,True,False,False
6306,6306, 36 months,23.4,245.42,B,B5,9 years,MORTGAGE,77438.72199941198,Verified,Fully Paid,major_purchase,23.998251280347716,0,768,772,15,1,47328,68.9,22,f,Joint App,0,0.0,0,2,9,770.0,False,False,True,False,True,False,False,False,True,False
11776,11776, 36 months,8.46,371.52,E,E4,5 years,OWN,42167.93006079832,Verified,Fully Paid,home_improvement,5.690450844488491,0,682,686,13,0,19770,83.9,19,w,Individual,4,0.0,0,5,5,684.0,False,True,False,False,False,True,False,False,True,False
32251,32251, 36 months,29.15,1354.13,E,E4,< 1 year,RENT,105340.76031576552,Source Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,29.54673179614408,0,703,707,11,0,13232,19.6,27,f,Individual,0,0.0,1,5,0,705.0,False,True,False,False,False,False,True,True,False,False
14474,14474, 60 months,25.53,579.55,C,C5,3 years,RENT,60504.27924188748,Not Verified,Charged Off,home_improvement,7.497302917111983,0,673,677,17,0,6425,78.2,19,f,Individual,1,0.0,1,3,3,675.0,False,True,False,False,False,False,True,False,False,True
26959,26959, 60 months,10.11,871.28,C,C4,8 years,OWN,87655.02994144565,Not Verified,Default,major_purchase,30.240964870633075,0,654,658,7,0,14824,90.8,25,w,Individual,2,0.0,1,3,8,656.0,False,False,True,False,False,True,False,False,False,True
10530,10530, 60 months,9.65,338.05,F,F5,8 years,OWN,71461.21605790504,Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,29.552236828972173,0,660,664,22,0,32405,78.4,30,w,Individual,3,0.0,1,6,8,662.0,False,False,True,False,False,True,False,False,True,True
34320,34320, 36 months,8.14,1077.68,F,F2,8 years,MORTGAGE,101710.82618695786,Verified,Fully Paid,debt_consolidation,39.472310742515496,2,601,605,8,0,40752,60.4,17,w,Individual,1,0.0,0,6,8,603.0,True,False,False,False,True,False,False,False,True,False
8748,8748, 36 months,8.46,275.99,F,F5,10+ years,MORTGAGE,153563.79868762568,Source Verified,Fully Paid,credit_card,16.971309665281638,0,715,719,24,0,2161,88.4,28,f,Individual,1,0.0,0,6,10,717.0,False,False,False,False,True,False,False,True,False,False
36968,36968, 36 months,23.7,1444.54,A,A2,2 years,MORTGAGE,79409.16417329782,Not Verified,Default,other,10.051455204467294,0,601,605,10,0,13912,13.5,18,f,Individual,1,0.0,1,1,2,603.0,False,False,False,True,True,False,False,False,False,False
37562,37562, 60 months,16.74,1334.33,B,B2,6 years,MORTGAGE,77495.58073216752,Source Verified,Does not meet the credit policy. Status:Charged Off,credit_card,8.215424542584929,1,675,679,23,0,15058,6.5,32,w,Individual,1,0.0,1,2,6,677.0,False,False,False,False,True,False,False,True,False,True
18545,18545, 60 months,24.57,733.13,C,C5,2 years,MORTGAGE,104409.6057116541,Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,7.510412456061816,1,609,613,5,0,48408,91.9,18,w,Individual,2,0.0,1,3,2,611.0,False,True,False,False,True,False,False,False,True,True
5663,5663, 36 months,23.66,221.17,C,C4,6 years,MORTGAGE,45163.106013101366,Verified,Charged Off,other,33.36166206715844,0,675,679,14,0,24565,66.5,25,w,Individual,0,0.0,1,3,6,677.0,False,False,False,True,True,False,False,False,True,False
39766,39766, 36 months,20.12,1480.28,A,A3,4 years,MORTGAGE,78493.03015066631,Source Verified,Fully Paid,debt_consolidation,30.14918244397033,0,766,770,13,0,19477,15.3,19,f,Individual,3,0.0,0,1,4,768.0,True,False,False,False,True,False,False,True,False,False
12994,12994, 36 months,22.16,497.32,A,A5,10+ years,RENT,37761.005673834006,Source Verified,Does not meet the credit policy. Status:Charged Off,credit_card,39.15703258544117,0,601,605,21,0,23055,35.6,27,w,Individual,0,0.0,1,1,10,603.0,False,False,False,False,False,False,True,True,False,False
33021,33021, 36 months,5.46,996.5,E,E4,2 years,RENT,40967.986035983646,Not Verified,Fully Paid,home_improvement,15.821511400552218,0,720,724,5,0,44992,72.4,18,f,Individual,0,0.0,0,5,2,722.0,False,True,False,False,False,False,True,False,False,False
35303,35303, 36 months,12.79,1185.93,E,E2,10+ years,MORTGAGE,47198.678948156616,Source Verified,Fully Paid,other,33.108585861819506,0,664,668,17,0,35929,72.5,31,w,Individual,0,0.0,0,5,10,666.0,False,False,False,True,True,False,False,True,False,False
8304,8304, 36 months,20.95,312.64,B,B1,7 years,RENT,112903.87287482388,Not Verified,Fully Paid,other,8.255493340583193,0,793,797,13,1,3289,20.3,15,w,Individual,0,0.0,0,2,7,795.0,False,False,False,True,False,False,True,False,False,False
22675,22675, 60 months,5.23,681.93,E,E3,4 years,RENT,55817.678816612846,Not Verified,Fully Paid,home_improvement,36.63579623464232,0,680,684,9,0,14840,47.3,27,f,Individual,3,0.0,0,5,4,682.0,False,True,False,False,False,False,True,False,False,True
28938,28938, 36 months,5.82,877.99,C,C4,< 1 year,MORTGAGE,40524.50766617099,Source Verified,Fully Paid,major_purchase,6.814060808334933,0,779,783,24,0,29903,77.7,27,w,Individual,1,0.0,0,3,0,781.0,False,False,True,False,True,False,False,True,False,False
28664,28664, 36 months,26.3,1159.48,D,D3,,RENT,87520.3846413835,Source Verified,Default,credit_card,32.57592188428343,0,684,688,6,0,2393,92.0,25,f,Individual,0,0.0,1,4,0,686.0,False,False,False,False,False,False,True,True,False,False
6636,6636, 60 months,22.1,253.78,B,B1,2 years,MORTGAGE,26274.876212681196,Not Verified,Does not meet the credit policy. Status:Charged Off,other,15.757443369259684,0,643,647,19,1,40368,61.0,31,w,Individual,0,0.0,1,2,2,645.0,False,False,False,True,True,False,False,False,False,True
25080,25080, 36 months,11.63,828.59,A,A1,10+ years,MORTGAGE,23492.807715637897,Source Verified,Default,major_purchase,11.34175522926236,0,633,637,11,0,17576,62.4,26,f,Individual,2,0.0,1,1,10,635.0,False,False,True,False,True,False,False,True,False,False
32728,32728, 36 months,22.2,1253.29,B,B1,,RENT,52760.828570528494,Not Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,29.65800847007898,1,672,676,12,0,9261,47.2,28,f,Individual,1,0.0,1,2,0,674.0,True,False,False,False,False,False,True,False,False,False
31736,31736, 36 months,24.81,1258.63,C,C5,< 1 year,MORTGAGE,52355.28683458819,Not Verified,Default,other,36.35573111203826,1,705,709,14,0,45325,53.5,27,f,Individual,0,0.0,1,3,0,707.0,False,False,False,True,True,False,False,False,False,False
33673,33673, 36 months,12.67,1129.23,C,C3,5 years,MORTGAGE,100883.3238701204,Verified,Default,other,31.74441137841507,0,772,776,19,0,20301,13.9,26,w,Individual,1,0.0,1,3,5,774.0,False,False,False,True,True,False,False,False,True,False
5854,5854, 36 months,5.9,177.82,A,A5,< 1 year,MORTGAGE,109117.4934960216,Not Verified,Fully Paid,debt_consolidation,15.958498077537712,0,759,763,5,0,44878,36.5,11,w,Individual,1,0.0,0,1,0,761.0,True,False,False,False,True,False,False,False,False,False
29548,29548, 60 months,28.32,1227.33,G,G1,1 year,OWN,56911.36262266321,Verified,Default,debt_consolidation,17.374972921322765,0,604,608,8,0,20324,50.7,23,w,Individual,1,0.0,1,7,1,606.0,True,False,False,False,False,True,False,False,True,True
12392,12392, 36 months,13.63,421.31,B,B4,< 1 year,RENT,53959.91545428268,Source Verified,Does not meet the credit policy. Status:Charged Off,other,11.625660821114325,0,709,713,4,0,27768,29.7,11,f,Individual,0,0.0,1,2,0,711.0,False,False,False,True,False,False,True,True,False,False
26556,26556, 36 months,7.66,828.01,B,B1,6 years,RENT,40612.72066747294,Not Verified,Fully Paid,home_improvement,33.842155750836355,0,790,794,18,0,13872,37.4,22,f,Individual,1,0.0,0,2,6,792.0,False,True,False,False,False,False,True,False,False,False
31309,31309, 36 months,17.3,1120.93,C,C5,8 years,RENT,56673.55396278768,Not Verified,Charged Off,debt_consolidation,8.74827720151885,0,668,672,10,1,21604,92.4,17,w,Individual,2,0.0,1,3,8,670.0,True,False,False,False,False,False,True,False,False,False
26919,26919, 36 months,24.21,1059.08,C,C1,1 year,RENT,16672.76886723975,Source Verified,Default,major_purchase,36.612487454406256,0,653,657,19,0,33522,5.5,34,w,Individual,4,0.0,1,3,1,655.0,False,False,True,False,False,False,True,True,False,False
9931,9931, 60 months,10.54,322.97,B,B1,9 years,MORTGAGE,47776.95280484602,Source Verified,Default,debt_consolidation,26.03969864571405,0,637,641,15,0,17180,32.2,34,f,Individual,0,0.0,1,2,9,639.0,True,False,False,False,True,False,False,True,False,True
37970,37970, 60 months,11.74,1256.44,D,D5,10+ years,OWN,57503.51044024965,Source Verified,Fully Paid,other,25.60992344939489,0,736,740,22,0,20601,57.6,40,w,Individual,2,0.0,0,4,10,738.0,False,False,False,True,False,True,False,True,False,True
17688,17688, 36 months,11.07,579.67,C,C5,9 years,RENT,40436.03771807007,Not Verified,Fully Paid,other,34.32375138337559,0,660,664,18,0,31572,30.1,28,f,Individual,0,0.0,0,3,9,662.0,False,False,False,True,False,False,True,False,False,False
30342,30342, 60 months,29.79,1284.58,C,C4,,MORTGAGE,43397.46879539572,Source Verified,Charged Off,credit_card,28.36366379881349,0,694,698,6,0,5836,65.9,15,w,Individual,0,0.0,1,3,0,696.0,False,False,False,False,True,False,False,True,False,True
7327,7327, 36 months,9.94,236.22,D,D5,7 years,RENT,51564.14602906559,Source Verified,Default,major_purchase,15.648374038339837,0,620,624,23,0,27018,31.9,28,w,Individual,1,1.0,1,4,7,622.0,False,False,True,False,False,False,True,True,False,False
5197,5197, 60 months,19.39,191.53,A,A4,5 years,RENT,59680.21412592968,Verified,Default,credit_card,17.233029274088928,0,635,639,24,0,29843,62.4,35,w,Individual,2,0.0,1,1,5,637.0,False,False,False,False,False,False,True,False,True,True
28509,28509, 36 months,28.13,1181.24,C,C2,,MORTGAGE,92172.16858032472,Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,11.056896689362258,0,600,604,24,0,26098,81.5,42,f,Individual,1,0.0,1,3,0,602.0,True,False,False,False,True,False,False,False,True,False
39698,39698, 60 months,8.67,1256.3,E,E2,6 years,MORTGAGE,74102.69844789949,Not Verified,Fully Paid,credit_card,21.242213466458587,0,749,753,8,0,3313,64.3,14,w,Individual,3,0.0,0,5,6,751.0,False,False,False,False,True,False,False,False,False,True
20087,20087, 60 months,29.27,844.71,A,A5,7 years,MORTGAGE,93021.03641284688,Source Verified,Charged Off,other,8.855416801088218,0,742,746,18,0,20809,9.5,36,w,Joint App,2,0.0,1,1,7,744.0,False,False,False,True,True,False,False,True,False,True
27671,27671, 36 months,28.69,1154.91,B,B1,3 years,RENT,79727.09293802791,Source Verified,Default,home_improvement,27.8562777564406,0,645,649,20,0,25407,76.6,35,f,Individual,0,0.0,1,2,3,647.0,False,True,False,False,False,False,True,True,False,False
30184,30184, 36 months,27.11,1234.05,E,E3,,MORTGAGE,63408.61796269041,Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,10.923009438990151,0,664,668,19,0,44365,24.2,32,w,Individual,2,0.0,1,5,0,666.0,True,False,False,False,True,False,False,False,True,False
32848,32848, 60 months,10.36,1065.47,B,B1,4 years,MORTGAGE,182731.05373252404,Not Verified,Does not meet the credit policy. Status:Charged Off,other,35.23761205782047,0,605,609,19,0,2645,62.1,27,f,Individual,1,0.0,1,2,4,607.0,False,False,False,True,True,False,False,False,False,True
25666,25666, 60 months,20.85,964.99,C,C5,7 years,MORTGAGE,41854.03766786769,Source Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,29.51619054248989,0,767,771,15,0,28359,63.2,31,w,Individual,2,0.0,1,3,7,769.0,True,False,False,False,True,False,False,True,False,True
20708,20708, 36 months,24.02,812.65,G,G4,1 year,RENT,37929.13329223215,Not Verified,Does not meet the credit policy. Status:Charged Off,credit_card,36.20289390859394,0,762,766,7,2,23535,77.3,23,w,Individual,0,0.0,1,7,1,764.0,False,False,False,False,False,False,True,False,False,False
31370,31370, 60 months,29.65,1325.7,B,B1,6 years,OWN,55475.40696497967,Verified,Charged Off,credit_card,8.046084565541157,0,680,684,8,0,42167,50.5,21,f,Individual,0,0.0,1,2,6,682.0,False,False,False,False,False,True,False,False,True,True
7811,7811, 36 months,9.51,250.25,A,A2,,RENT,58098.266696142346,Source Verified,Fully Paid,debt_consolidation,32.94782670757708,0,788,792,11,0,40008,38.8,13,f,Individual,2,0.0,0,1,0,790.0,True,False,False,False,False,False,True,True,False,False
